ratio,cent_y,cent_x,eccentricity,solidity,skew_x,skew_y,kurt_x,kurt_y
0.11788617886178862,0.5726567610503691,0.4734769173740164,0.9600802685477738,0.17729257641921398,0.10894123905093654,-0.8035435207356744,-1.1516581568857924,0.21941390663863025
